scenario,family,phase,time_s,method,budget,tracked_prn_count,used_prn_count,prn_scores_json,pooled_score,calibrated_score
cleanStatic,cleanStatic,calibration,64.017588272,fixed_9_delay_tap_complex,9,10,10,"{""10"": 0.0013394150435833802, ""13"": 0.00027902218037653806, ""16"": 0.00019199048903022355, ""19"": 0.00031630242705911894, ""20"": 0.0019097239840637403, ""23"": 0.0004411014228459314, ""3"": 0.0006279066139871712, ""30"": 0.0008555873774645292, ""6"": 0.00033414142394138535, ""7"": 0.00023274939590811646}",0.00038762142339365834,-0.23063795199785428
cleanStatic,cleanStatic,calibration,64.017588272,fixed_delay_9,9,10,10,"{""10"": -4.978750655535479, ""13"": -4.923326497078809, ""16"": -5.023432776471538, ""19"": -5.06395863794047, ""20"": -5.1671734529223805, ""23"": -4.999038699713542, ""3"": -4.984719382889991, ""30"": -4.8922703227342845, ""6"": -4.970516486226884, ""7"": -4.842370998955413}",-4.981735019212735,0.05766739795816639
cleanStatic,cleanStatic,calibration,64.017588272,learned_fixed,3,10,10,"{""10"": 2.099872125732889, ""13"": 4.372782744351191, ""16"": 2.7500364059355005, ""19"": 3.1150115392879996, ""20"": 5.738846427841724, ""23"": 3.6619538237596, ""3"": 2.1466934448138932, ""30"": 6.381695912893726, ""6"": 2.929488717779042, ""7"": 1.1569203440616216}",3.022250128533521,0.22583694087424427
cleanStatic,cleanStatic,calibration,64.017588272,learned_fixed,5,10,10,"{""10"": 0.2869388187440968, ""13"": 2.4219224944158655, ""16"": 1.1517999300876114, ""19"": 1.4817647577755664, ""20"": 3.7394769406303867, ""23"": 1.7401546592827373, ""3"": 0.5980392304140478, ""30"": 3.8108147103767167, ""6"": 1.3104684626952512, ""7"": -0.32230101654978094}",1.3961166102354088,0.5817601818353735
cleanStatic,cleanStatic,calibration,64.017588272,learned_fixed,9,10,10,"{""10"": -1.7667950630735128, ""13"": 0.040423889938502294, ""16"": -0.7829904565618805, ""19"": -0.6316376362756753, ""20"": 1.3117275254237502, ""23"": -0.4980529106994525, ""3"": -1.3056598534863795, ""30"": 1.0197252599993107, ""6"": -0.6742389546395116, ""7"": -2.0155532633692292}",-0.6529382954575934,0.7727453127042324
cleanStatic,cleanStatic,calibration,64.017588272,learned_fixed,16,10,10,"{""10"": -3.1333841809256096, ""13"": -1.8580756416313802, ""16"": -2.292967581940135, ""19"": -2.2998921844483973, ""20"": -0.7289827478146825, ""23"": -2.185573941991706, ""3"": -2.790260084113749, ""30"": -1.0282517883328943, ""6"": -2.2340439838662998, ""7"": -3.3220399122172344}",-2.2635057829032172,1.1132289999254326
cleanStatic,cleanStatic,calibration,64.017588272,previous_acaf_r1_proxy,187,10,10,"{""10"": 0.002230806276202202, ""13"": 0.0005617844290100038, ""16"": 0.000543437316082418, ""19"": 0.0007560253725387156, ""20"": 0.003456700826063752, ""23"": 0.0006744072888977826, ""3"": 0.000742635631468147, ""30"": 0.002734489506110549, ""6"": 0.0007587502477690578, ""7"": 0.0014216070994734764}",0.0007573878101538867,-0.6249250383519709
cleanStatic,cleanStatic,calibration,64.017588272,prompt_magnitude_only,0,10,10,"{""10"": 2308082.768788284, ""13"": 6319912.225446729, ""16"": 4846907.908804504, ""19"": 4536986.214407608, ""20"": 2217755.6502394853, ""23"": 6598909.658782371, ""3"": 5649404.716658077, ""30"": 2101648.0494091464, ""6"": 4543645.929047355, ""7"": 4792014.514528588}",4667830.221787972,1.1927419465687914
cleanStatic,cleanStatic,calibration,64.017588272,random_fixed,3,10,10,"{""10"": -2.1775597857955087, ""13"": -2.182821869117289, ""16"": -2.154885294515655, ""19"": -2.1632942733379155, ""20"": -1.937033983289644, ""23"": -1.924313936422957, ""3"": -2.261884485660808, ""30"": -2.2136835914392354, ""6"": -2.270409195658817, ""7"": -2.2751007610902794}",-2.180190827456399,-0.4906765948845221
cleanStatic,cleanStatic,calibration,64.017588272,random_fixed,5,10,10,"{""10"": -3.880360903557623, ""13"": -3.737420623059002, ""16"": -3.8119971180142875, ""19"": -3.83426273700089, ""20"": -3.476741412849479, ""23"": -3.6742317292134232, ""3"": -3.7437180157130157, ""30"": -3.937213751654587, ""6"": -3.8990689278155903, ""7"": -3.982874948964848}",-3.8231299275075887,-0.21587013733705496
cleanStatic,cleanStatic,calibration,64.017588272,random_fixed,9,10,10,"{""10"": -3.7778435882479346, ""13"": -3.773789204329658, ""16"": -3.8593339135477263, ""19"": -3.9243662252386837, ""20"": -3.578129084102863, ""23"": -3.7543814790196888, ""3"": -3.8724287609961587, ""30"": -3.8764411304491344, ""6"": -3.788491277197723, ""7"": -3.902290461250811}",-3.8239125953727244,0.1409814418482616
cleanStatic,cleanStatic,calibration,64.017588272,random_fixed,16,10,10,"{""10"": -4.69744734441081, ""13"": -4.677525102544932, ""16"": -4.73002869286107, ""19"": -4.831706687078103, ""20"": -4.551620272071362, ""23"": -4.659493093200297, ""3"": -4.786700249628891, ""30"": -4.74467431241168, ""6"": -4.73482477741803, ""7"": -4.806534647674805}",-4.7324267351395495,-0.014196728017277055
cleanStatic,cleanStatic,calibration,64.017588272,raw_power_only,0,10,10,"{""10"": 5549441.728898001, ""13"": 5551120.286147999, ""16"": 5542133.887081999, ""19"": 5536183.325882001, ""20"": 5560339.171992, ""23"": 5539715.789578001, ""3"": 5550149.865822, ""30"": 5579663.897655999, ""6"": 5550938.666424, ""7"": 5552698.992012}",5550544.2661230005,0.13331529645869203
cleanStatic,cleanStatic,calibration,64.017588272,uniform_fixed,3,10,10,"{""10"": 1.9093754770063176, ""13"": 4.416451311034713, ""16"": 4.385065259990987, ""19"": 2.9886217728647524, ""20"": 4.215236713017017, ""23"": 4.205981802976287, ""3"": 3.6369800673731834, ""30"": 3.2684405532157985, ""6"": 3.107418175864242, ""7"": 1.7585733285491278}",3.452710310294491,-0.4490679960380081
cleanStatic,cleanStatic,calibration,64.017588272,uniform_fixed,5,10,10,"{""10"": 1.6671286830700367, ""13"": 2.9549447736416465, ""16"": 3.60459692060119, ""19"": 1.8849794072547794, ""20"": 3.397846099442691, ""23"": 3.1294589054385247, ""3"": 2.410398891372334, ""30"": 2.134598476788882, ""6"": 2.388641100536206, ""7"": 0.8310687847640412}",2.39951999595427,-0.995037790206372
cleanStatic,cleanStatic,calibration,64.017588272,uniform_fixed,9,10,10,"{""10"": -0.13461333634454123, ""13"": 0.7601780677347623, ""16"": 1.0915569169270727, ""19"": 0.04882361058603863, ""20"": 1.0788122978650727, ""23"": 0.7762957124261592, ""3"": 0.3419029377757348, ""30"": 0.26962416210959933, ""6"": 0.36144885299481544, ""7"": -0.6115118275798975}",0.3516758953852751,-1.4026073110231
cleanStatic,cleanStatic,calibration,64.017588272,uniform_fixed,16,10,10,"{""10"": -2.8633719740206036, ""13"": -2.3925618012951517, ""16"": -2.263848065047061, ""19"": -2.8446852925809303, ""20"": -2.2180505777984227, ""23"": -2.4103853026461852, ""3"": -2.654961086228146, ""30"": -2.631431919744702, ""6"": -2.6607261553690473, ""7"": -3.191741282394968}",-2.6431965029864237,-1.1905449403353336
cleanStatic,cleanStatic,calibration,64.999888428,active_adaptive,3,10,10,"{""10"": 1.501792620496358, ""13"": 3.294420856748039, ""16"": 3.4832739105071227, ""19"": 1.6132136991922923, ""20"": 3.5051635886492623, ""23"": 3.2221568262977507, ""3"": 3.158672553331231, ""30"": 0.7565264689875703, ""6"": 2.4862867110940217, ""7"": 1.694789695071968}",2.8224796322126267,-0.5872446274835683
cleanStatic,cleanStatic,calibration,64.999888428,active_adaptive,5,10,10,"{""10"": -0.05137229812246753, ""13"": 1.4828522527544483, ""16"": 1.7991995023218377, ""19"": 0.13367781114177396, ""20"": 1.707184649161933, ""23"": 1.498926232597401, ""3"": 1.640933274185431, ""30"": -0.7134523269649135, ""6"": 0.7827854334544926, ""7"": 0.04684460569079505}",1.1328188431044706,-0.4784435366439785
cleanStatic,cleanStatic,calibration,64.999888428,active_adaptive,9,10,10,"{""10"": -1.8780397424763953, ""13"": -0.6391026706099859, ""16"": -0.340147781657399, ""19"": -1.6597676930019678, ""20"": -0.4394604197230089, ""23"": -0.5416751072737838, ""3"": -0.3431817344326324, ""30"": -2.5066226776441547, ""6"": -1.125573339954537, ""7"": -1.7613034524871183}",-0.8823380052822614,-0.37578844316319215
cleanStatic,cleanStatic,calibration,64.999888428,active_adaptive,16,10,10,"{""10"": -3.274614898528156, ""13"": -2.2528349762027533, ""16"": -2.070386425931666, ""19"": -3.121737927533632, ""20"": -1.6530580763320086, ""23"": -2.2449277139439374, ""3"": -2.0064360474438065, ""30"": -3.8532749429676976, ""6"": -2.638408702852072, ""7"": -3.1128801250260594}",-2.445621839527413,-0.15297545990047484
cleanStatic,cleanStatic,calibration,64.999888428,active_context,9,10,10,"{""10"": -3.1673862094580745, ""13"": -1.190305998369699, ""16"": -2.000060784732232, ""19"": -3.0216045488992282, ""20"": -0.20729132218663157, ""23"": -1.5511310664754374, ""3"": -1.8893263758291614, ""30"": -4.072989278497669, ""6"": -2.4219644428690015, ""7"": -2.928626405226301}",-2.2110126138006168,-1.4175418081050475
cleanStatic,cleanStatic,calibration,64.999888428,active_magnitude,3,10,10,"{""10"": 2.258853369066831, ""13"": 2.5730165894473553, ""16"": 2.5845737207179886, ""19"": 2.2720720725722274, ""20"": 1.7596239854772984, ""23"": 2.6844901907553127, ""3"": 2.6905102954647924, ""30"": 1.9098201902390812, ""6"": 2.6354231729837387, ""7"": 2.384306333573924}",2.4786614615106397,-0.026715519821893016
cleanStatic,cleanStatic,calibration,64.999888428,active_magnitude,5,10,10,"{""10"": 1.9907449761408806, ""13"": 2.3492586742242243, ""16"": 2.4366750493215195, ""19"": 2.048595021587633, ""20"": 1.7168078673246838, ""23"": 2.41500652410694, ""3"": 2.482806143186429, ""30"": 1.6751138453251264, ""6"": 2.3732211965302197, ""7"": 2.1153611844734037}",2.232309929348814,-0.6585567932326069
cleanStatic,cleanStatic,calibration,64.999888428,active_magnitude,9,10,10,"{""10"": 1.531896041411911, ""13"": 1.950468020325673, ""16"": 2.0680434806162684, ""19"": 1.6714898108131304, ""20"": 1.4746976333187938, ""23"": 1.969670445226696, ""3"": 2.042955012522954, ""30"": 1.22640761367645, ""6"": 1.9482230240031109, ""7"": 1.7306392183662007}",1.839431121184656,-1.1365356993636948
cleanStatic,cleanStatic,calibration,64.999888428,active_no_context,9,10,10,"{""10"": -1.8780397424763953, ""13"": -0.6391026706099859, ""16"": -0.340147781657399, ""19"": -1.6597676930019678, ""20"": -0.4394604197230089, ""23"": -0.5416751072737838, ""3"": -0.3431817344326324, ""30"": -2.5066226776441547, ""6"": -1.125573339954537, ""7"": -1.7613034524871183}",-0.8823380052822614,-0.37578844316319215
cleanStatic,cleanStatic,calibration,64.999888428,analytic_two_source_glrt,187,10,10,"{""10"": 0.6152274146366699, ""13"": 0.27154327403220535, ""16"": 0.06021747403118266, ""19"": 0.20646118370376615, ""20"": 1.033072899088788, ""23"": 0.011652331877436126, ""3"": 0.21857978401359285, ""30"": 1.4279635600958838, ""6"": 0.09191745681966726, ""7"": 0.3846854164390424}",0.2450615290228991,0.27155509296573155
cleanStatic,cleanStatic,calibration,64.999888428,dense_nf,187,10,10,"{""10"": -4.361643314361572, ""13"": -4.167412757873535, ""16"": -4.155658721923828, ""19"": -4.608766078948975, ""20"": -3.3842573165893555, ""23"": -4.128424644470215, ""3"": -3.954693555831909, ""30"": -4.605335712432861, ""6"": -4.277562618255615, ""7"": -4.468188285827637}",-4.222487688064575,-0.044997894483546894
cleanStatic,cleanStatic,calibration,64.999888428,dense_one_source_residual,187,10,10,"{""10"": 1.6846169181221429, ""13"": 0.3622536451424279, ""16"": 0.2839407012904032, ""19"": 0.558853044457071, ""20"": 3.0580891093234173, ""23"": 0.11567328694889245, ""3"": 0.4661837693157633, ""30"": 2.7727999784940227, ""6"": 0.2840109153101509, ""7"": 0.9768390001894394}",0.5125184068864171,0.09471731600066327
cleanStatic,cleanStatic,calibration,64.999888428,epl_3,3,10,10,"{""10"": -4.516881781570883, ""13"": -4.738963145250579, ""16"": -4.759855383879884, ""19"": -4.720531338851413, ""20"": -4.780106661059558, ""23"": -4.68891200533027, ""3"": -4.699838234476904, ""30"": -4.574615555238288, ""6"": -4.72760131408322, ""7"": -4.601510408574761}",-4.710184786664159,-0.7566406604149684
cleanStatic,cleanStatic,calibration,64.999888428,epl_3_complex,3,10,10,"{""10"": 0.0016330807258636063, ""13"": 0.0005963693815912403, ""16"": 0.00019239194586115183, ""19"": 0.00013463348508972362, ""20"": 0.0010385557309940609, ""23"": 6.045344331353712e-05, ""3"": 0.0007613582530398073, ""30"": 0.002029258004709687, ""6"": 0.00024578622363096944, ""7"": 0.0009750739628547322}",0.0006788638173155238,0.14531992971136878
cleanStatic,cleanStatic,calibration,64.999888428,fixed_9_delay_tap_complex,9,10,10,"{""10"": 0.0014881059670366196, ""13"": 0.0003577091142110135, ""16"": 0.00019879054496955965, ""19"": 0.00042995846070787775, ""20"": 0.0007004056358511473, ""23"": 5.235162325924652e-05, ""3"": 0.00040448303829218515, ""30"": 0.0008954837169543009, ""6"": 0.000231206277027643, ""7"": 0.0005771352739677852}",0.0004172207495000314,0.033442270365492924
cleanStatic,cleanStatic,calibration,64.999888428,fixed_delay_9,9,10,10,"{""10"": -4.661538351827525, ""13"": -5.022363020563309, ""16"": -5.043189937126907, ""19"": -5.008370014697919, ""20"": -5.205766950829874, ""23"": -4.94791492982544, ""3"": -5.0191370763213445, ""30"": -4.834976585707352, ""6"": -5.029550311435127, ""7"": -4.836380439802539}",-5.013753545509632,-0.6202781909392973
cleanStatic,cleanStatic,calibration,64.999888428,learned_fixed,3,10,10,"{""10"": 1.501792620496358, ""13"": 3.294420856748039, ""16"": 3.4832739105071227, ""19"": 1.6132136991922923, ""20"": 3.5051635886492623, ""23"": 3.2221568262977507, ""3"": 3.158672553331231, ""30"": 0.7565264689875703, ""6"": 2.4862867110940217, ""7"": 1.694789695071968}",2.8224796322126267,-0.5872446274835683
cleanStatic,cleanStatic,calibration,64.999888428,learned_fixed,5,10,10,"{""10"": -0.05137229812246753, ""13"": 1.4828522527544483, ""16"": 1.7991995023218377, ""19"": 0.13367781114177396, ""20"": 1.707184649161933, ""23"": 1.498926232597401, ""3"": 1.640933274185431, ""30"": -0.7134523269649135, ""6"": 0.7827854334544926, ""7"": 0.04684460569079505}",1.1328188431044706,-0.4784435366439785
cleanStatic,cleanStatic,calibration,64.999888428,learned_fixed,9,10,10,"{""10"": -1.9213961983717727, ""13"": -0.6391026706099859, ""16"": -0.340147781657399, ""19"": -1.6597676930019678, ""20"": -0.42593297380954476, ""23"": -0.5416751072737838, ""3"": -0.3431817344326324, ""30"": -2.4448297146454974, ""6"": -1.125573339954537, ""7"": -1.7613034524871183}",-0.8823380052822614,-0.37578844316319215
cleanStatic,cleanStatic,calibration,64.999888428,learned_fixed,16,10,10,"{""10"": -3.183089691714727, ""13"": -2.251627380568848, ""16"": -2.069236227594266, ""19"": -3.0509962505818593, ""20"": -1.8831163704894436, ""23"": -2.243823898895541, ""3"": -2.0055704716897487, ""30"": -3.8097697675308635, ""6"": -2.638408702852072, ""7"": -3.1128801250260594}",-2.44501804171046,-0.18665959327686385
cleanStatic,cleanStatic,calibration,64.999888428,previous_acaf_r1_proxy,187,10,10,"{""10"": 0.0037710329052060843, ""13"": 0.0006048877257853746, ""16"": 0.0005579376011155546, ""19"": 0.0010577001376077533, ""20"": 0.005913297180086374, ""23"": 0.00021016628306824714, ""3"": 0.0011057242518290877, ""30"": 0.005309972912073135, ""6"": 0.0004957724013365805, ""7"": 0.002116834744811058}",0.0010817121947184205,0.14211100604769497
cleanStatic,cleanStatic,calibration,64.999888428,prompt_magnitude_only,0,10,10,"{""10"": 2465065.186127213, ""13"": 6101283.075084004, ""16"": 4843135.148759589, ""19"": 4536132.439795313, ""20"": 2194722.594257255, ""23"": 6628180.450337416, ""3"": 5777402.558298146, ""30"": 2249217.604276589, ""6"": 4392757.082691843, ""7"": 4621414.9480612455}",4578773.693928279,0.44799904828389575
cleanStatic,cleanStatic,calibration,64.999888428,random_fixed,3,10,10,"{""10"": -2.398909770588256, ""13"": -1.8922016270987303, ""16"": -2.0301866570528957, ""19"": -2.3472637392027687, ""20"": -1.5828359907466705, ""23"": -2.1063886656285296, ""3"": -2.202675287226899, ""30"": -2.405904476785207, ""6"": -2.251216072782444, ""7"": -2.221746743324834}",-2.2122110152758667,-1.2667996284674712
cleanStatic,cleanStatic,calibration,64.999888428,random_fixed,5,10,10,"{""10"": -4.110444607965318, ""13"": -3.7027562765545867, ""16"": -3.7094597959658167, ""19"": -3.963231773419009, ""20"": -3.2896733169535692, ""23"": -3.818175451744844, ""3"": -3.762356575756681, ""30"": -4.062176286780318, ""6"": -3.8720717498957513, ""7"": -4.048619891750974}",-3.8451236008202976,-1.151514982128348
cleanStatic,cleanStatic,calibration,64.999888428,random_fixed,9,10,10,"{""10"": -4.0389300152353025, ""13"": -3.740214716966988, ""16"": -3.759972623878833, ""19"": -3.9820820187991615, ""20"": -3.292985584771193, ""23"": -3.885106827812386, ""3"": -3.7746880877087534, ""30"": -4.010408893664971, ""6"": -3.9228956753979785, ""7"": -3.993139649784705}",-3.904001251605182,-2.4315792802840144
cleanStatic,cleanStatic,calibration,64.999888428,random_fixed,16,10,10,"{""10"": -4.949014598681174, ""13"": -4.636402379026486, ""16"": -4.694246557828656, ""19"": -4.902273834398177, ""20"": -4.232965399414166, ""23"": -4.770158697883152, ""3"": -4.669709639294657, ""30"": -4.964498657775087, ""6"": -4.808451671118524, ""7"": -4.83615730856168}",-4.789305184500838,-1.3908698761926792
cleanStatic,cleanStatic,calibration,64.999888428,raw_power_only,0,10,10,"{""10"": 5573525.3031979995, ""13"": 5562712.826012, ""16"": 5561370.62906, ""19"": 5573538.705062, ""20"": 5566380.333094, ""23"": 5573946.886056, ""3"": 5573370.394958, ""30"": 5554775.714074001, ""6"": 5574278.2841300005, ""7"": 5586637.8384960005}",5573447.849078,0.49934914103299693
cleanStatic,cleanStatic,calibration,64.999888428,uniform_fixed,3,10,10,"{""10"": 2.5962279655563067, ""13"": 3.345487386242452, ""16"": 4.082086883322348, ""19"": 2.5924406937073914, ""20"": 5.810946609655716, ""23"": 4.232257216047418, ""3"": 5.273255435001045, ""30"": 1.349115550872109, ""6"": 3.9876819649157365, ""7"": 1.7054131854779369}",3.6665846755790943,0.08951387220606125
cleanStatic,cleanStatic,calibration,64.999888428,uniform_fixed,5,10,10,"{""10"": 1.2469942671781893, ""13"": 2.6802911179120086, ""16"": 3.07345257942967, ""19"": 1.3802865055805968, ""20"": 5.717078092145019, ""23"": 3.0865568939540946, ""3"": 3.5235584088340546, ""30"": 0.2168867437077763, ""6"": 2.8049703632675707, ""7"": 0.9284048042171712}",2.7426307405897896,0.7056950561852047
cleanStatic,cleanStatic,calibration,64.999888428,uniform_fixed,9,10,10,"{""10"": -0.5690187528667814, ""13"": 0.5885379349428277, ""16"": 0.7610342318475236, ""19"": -0.24123002568347435, ""20"": 2.3872473518132407, ""23"": 0.7299417035146104, ""3"": 1.0431195470472845, ""30"": -0.978192138213331, ""6"": 0.5822049889819203, ""7"": -0.5041718616166753}",0.585371461962374,0.7191950562485969
cleanStatic,cleanStatic,calibration,64.999888428,uniform_fixed,16,10,10,"{""10"": -3.1654320095316146, ""13"": -2.5237453863867554, ""16"": -2.4645292167364623, ""19"": -2.997873892691322, ""20"": -1.4899179878340094, ""23"": -2.4468144022011327, ""3"": -2.2583748202070755, ""30"": -3.3867201887806297, ""6"": -2.515996450269413, ""7"": -3.119451293443641}",-2.5198709183280843,0.7077811668285586
cleanStatic,cleanStatic,calibration,66.003188584,active_adaptive,3,10,10,"{""10"": 3.4229650122876234, ""13"": 3.2217075247210345, ""16"": 2.4064293490333974, ""19"": 3.402106145986123, ""20"": 4.812072911913194, ""23"": 2.8194530760198773, ""3"": 3.1626414674165226, ""30"": 3.6265820174719177, ""6"": 3.3178867603785887, ""7"": 0.499848858967308}",3.2697971425498116,1.2333726786608028
cleanStatic,cleanStatic,calibration,66.003188584,active_adaptive,5,10,10,"{""10"": 1.83547144766878, ""13"": 1.4524160842497398, ""16"": 0.8599649874937878, ""19"": 1.8315818209617105, ""20"": 2.7047947753701234, ""23"": 1.0288203259209827, ""3"": 1.436387746648729, ""30"": 1.711461041159455, ""6"": 1.4253190555854238, ""7"": -0.9674203370223804}",1.4444019154492342,0.7761874293332615
cleanStatic,cleanStatic,calibration,66.003188584,active_adaptive,9,10,10,"{""10"": -0.28864106416219826, ""13"": -0.6608811372697271, ""16"": -1.0175131277581297, ""19"": -0.3247226228137645, ""20"": 0.25394555557123355, ""23"": -0.9957595781289379, ""3"": -0.6300111303961563, ""30"": -0.5099225662536255, ""6"": -0.6864560517980086, ""7"": -2.6060454499458143}",-0.6454461338329417,0.8102562604595888
cleanStatic,cleanStatic,calibration,66.003188584,active_adaptive,16,10,10,"{""10"": -1.7103772629615084, ""13"": -2.2936038750828853, ""16"": -2.5498752963028046, ""19"": -2.0598357704904044, ""20"": -1.582501231793656, ""23"": -2.5369289912842947, ""3"": -2.2692471037120527, ""30"": -2.3467940603813506, ""6"": -2.3220122019560767, ""7"": -3.850178300963187}",-2.307808038519481,0.6544207589213645
cleanStatic,cleanStatic,calibration,66.003188584,active_context,9,10,10,"{""10"": -0.11634374510082261, ""13"": -1.5833955976766965, ""16"": -2.6059388969131367, ""19"": -2.2838864258839955, ""20"": -2.0317244178560454, ""23"": -1.4677128085573998, ""3"": -1.5386959786153183, ""30"": -3.1058012072150802, ""6"": -1.972841162100234, ""7"": -3.1378273168670328}",-2.00228278997814,0.034450533480860544
cleanStatic,cleanStatic,calibration,66.003188584,active_magnitude,3,10,10,"{""10"": 1.7684217161929563, ""13"": 2.737606074132801, ""16"": 2.346858818059457, ""19"": 2.606456258101204, ""20"": 2.342538644209979, ""23"": 2.6736564690597984, ""3"": 2.7509727668877164, ""30"": 2.396215833694695, ""6"": 2.5677555391716127, ""7"": 2.016325620798645}",2.4819856864331538,0.02671551982188588
cleanStatic,cleanStatic,calibration,66.003188584,active_magnitude,5,10,10,"{""10"": 1.6455144731815263, ""13"": 2.4998735814191604, ""16"": 2.168168300296025, ""19"": 2.357733702780311, ""20"": 2.1925401159186544, ""23"": 2.418680816999793, ""3"": 2.5061017378425374, ""30"": 2.2298956335895355, ""6"": 2.3632867841508975, ""7"": 1.8007984881117836}",2.293814668184923,0.24618678514422018
cleanStatic,cleanStatic,calibration,66.003188584,active_magnitude,9,10,10,"{""10"": 1.4499953399537606, ""13"": 2.060070071055834, ""16"": 1.8136805897472668, ""19"": 1.9338208479832046, ""20"": 1.846754715665844, ""23"": 1.998303310996876, ""3"": 2.0726346395968744, ""30"": 1.8803123933372778, ""6"": 1.9915977142509018, ""7"": 1.4007090945579186}",1.9070666206602414,0.0070785375900619075
cleanStatic,cleanStatic,calibration,66.003188584,active_no_context,9,10,10,"{""10"": -0.28864106416219826, ""13"": -0.6608811372697271, ""16"": -1.0175131277581297, ""19"": -0.3247226228137645, ""20"": 0.25394555557123355, ""23"": -0.9957595781289379, ""3"": -0.6300111303961563, ""30"": -0.5099225662536255, ""6"": -0.6864560517980086, ""7"": -2.6060454499458143}",-0.6454461338329417,0.8102562604595888
cleanStatic,cleanStatic,calibration,66.003188584,analytic_two_source_glrt,187,10,10,"{""10"": 1.607662008285143, ""13"": 0.026723469964719193, ""16"": 0.23656081119047656, ""19"": 0.057769661786537335, ""20"": 0.6219885387367827, ""23"": 0.007373613439659657, ""3"": 0.18713152236073988, ""30"": 0.5559480189361619, ""6"": 0.07444651630297172, ""7"": 0.3714609316204227}",0.21184616677560822,-0.010021819145584754
cleanStatic,cleanStatic,calibration,66.003188584,dense_nf,187,10,10,"{""10"": -3.639322280883789, ""13"": -4.198063850402832, ""16"": -4.203851699829102, ""19"": -4.262002944946289, ""20"": -4.074470043182373, ""23"": -4.205460071563721, ""3"": -3.9430766105651855, ""30"": -4.24564790725708, ""6"": -4.36904764175415, ""7"": -4.864776611328125}",-4.204655885696411,0.32994445447071324
cleanStatic,cleanStatic,calibration,66.003188584,dense_one_source_residual,187,10,10,"{""10"": 3.059544176982297, ""13"": 0.18231794438960863, ""16"": 0.5497811183888548, ""19"": 0.275857594609189, ""20"": 1.3953968207263527, ""23"": 0.08818129785859083, ""3"": 0.37056013854623915, ""30"": 1.5899894176094418, ""6"": 0.2383204699719091, ""7"": 1.3509121000758786}",0.46017062846754697,-0.21162734839308736
cleanStatic,cleanStatic,calibration,66.003188584,epl_3,3,10,10,"{""10"": -4.728985998297617, ""13"": -4.725161666956667, ""16"": -4.713040818724161, ""19"": -4.636383434748116, ""20"": -4.632578903592127, ""23"": -4.75720630829408, ""3"": -4.756183536697107, ""30"": -4.660678283901659, ""6"": -4.751747259382821, ""7"": -4.606239745316669}",-4.719101242840414,-1.160491167580713
cleanStatic,cleanStatic,calibration,66.003188584,epl_3_complex,3,10,10,"{""10"": 0.00169216893648449, ""13"": 6.917633759829661e-06, ""16"": 0.0006468853741867461, ""19"": 0.0006056246659773649, ""20"": 0.0026026583803713398, ""23"": 0.00011628254694914888, ""3"": 0.0003048503733510302, ""30"": 0.0006870264252211976, ""6"": 0.00034593050521320085, ""7"": 0.0012716130337368902}",0.0006262550200820554,-0.07000131937113213
cleanStatic,cleanStatic,calibration,66.003188584,fixed_9_delay_tap_complex,9,10,10,"{""10"": 0.0024326312273580336, ""13"": 3.382688631424087e-05, ""16"": 0.0005142072679854765, ""19"": 0.00042376824892161074, ""20"": 0.00161384405242349, ""23"": 5.019337781335146e-05, ""3"": 0.0002283432150581271, ""30"": 0.0007498355392216729, ""6"": 0.00018933836694847857, ""7"": 0.0005165563924579055}",0.0004689877584535436,0.49529884055900936
cleanStatic,cleanStatic,calibration,66.003188584,fixed_delay_9,9,10,10,"{""10"": -4.970900773778174, ""13"": -4.996053269290091, ""16"": -5.012014414257748, ""19"": -4.896165951718227, ""20"": -5.100711814765447, ""23"": -5.041168647348671, ""3"": -5.0149160598770885, ""30"": -4.776318190361335, ""6"": -5.023369749956049, ""7"": -4.889624559638425}",-5.00403384177392,-0.41447764247199315
cleanStatic,cleanStatic,calibration,66.003188584,learned_fixed,3,10,10,"{""10"": 3.4229650122876234, ""13"": 3.2217075247210345, ""16"": 2.4064293490333974, ""19"": 3.402106145986123, ""20"": 4.812072911913194, ""23"": 2.8194530760198773, ""3"": 3.1626414674165226, ""30"": 3.6265820174719177, ""6"": 3.3178867603785887, ""7"": 0.499848858967308}",3.2697971425498116,1.2333726786608028
cleanStatic,cleanStatic,calibration,66.003188584,learned_fixed,5,10,10,"{""10"": 1.83547144766878, ""13"": 1.4524160842497398, ""16"": 0.8599649874937878, ""19"": 1.8315818209617105, ""20"": 2.7047947753701234, ""23"": 1.0288203259209827, ""3"": 1.436387746648729, ""30"": 1.711461041159455, ""6"": 1.4253190555854238, ""7"": -0.9674203370223804}",1.4444019154492342,0.7761874293332615
cleanStatic,cleanStatic,calibration,66.003188584,learned_fixed,9,10,10,"{""10"": -0.2712124872248394, ""13"": -0.6608811372697271, ""16"": -1.0175131277581297, ""19"": -0.3247226228137645, ""20"": 0.25394555557123355, ""23"": -0.9957595781289379, ""3"": -0.6300111303961563, ""30"": -0.5031945393090242, ""6"": -0.6864560517980086, ""7"": -2.5792009559212183}",-0.6454461338329417,0.8102562604595888
